userID,movieID,rating
21,bubble tea,1
21,susu,1
21,jus buah,5
21,soda/soft drink,1
21,es doger,1
21,kopi,1
21,wedang,1
21,minuman air,1
21,air kelapa,1
21,cincau,1
22,sosis,1
22,nasi goreng,5
22,mie kuah,5
22,nasi-nasian,1
22,mie-miean,5
22,bakso/batagor/siomay,1
22,bubur,5
22,ayam bakar/goreng/fried chicken,5
22,kue-kue,1
22,buah potong/rujak,1
22,roti bakar/kukus,1
22,jagung,1
22,kacang,1
22,tahu,1
22,sate,5
22,gorengan lain,1
22,es krim,1
22,ubi,1
22,takoyaki,1
22,martabak,1
22,aci,1
22,lotek,1
22,macaroni,1
22,lumpia basah,1
22,seblak,1
22,angkringan,1
22,soto/sop/makanan berkuah lainnya,1
22,dimsum,1
22,kebab,1
22,burger,1
22,kerang ijo,1
22,asinan,1
22,teh,1
22,cendol,1
22,es campur,1
22,bubble tea,5
22,susu,5
22,jus buah,5
22,soda/soft drink,5
22,es doger,1
22,kopi,1
22,wedang,1
22,minuman air,1
22,air kelapa,1
22,cincau,1
23,sosis,1
23,nasi goreng,5
23,mie kuah,5
23,nasi-nasian,5
23,mie-miean,5
23,bakso/batagor/siomay,5
23,bubur,5
23,ayam bakar/goreng/fried chicken,5
23,kue-kue,5
23,buah potong/rujak,1
23,roti bakar/kukus,1
23,jagung,1
23,kacang,1
23,tahu,1
23,sate,5
23,gorengan lain,5
23,es krim,1
23,ubi,1
23,takoyaki,1
23,martabak,1
23,aci,1
23,lotek,1
23,macaroni,1
23,lumpia basah,1
23,seblak,1
23,angkringan,1
23,soto/sop/makanan berkuah lainnya,1
23,dimsum,1
23,kebab,1
23,burger,1
23,kerang ijo,1
23,asinan,1
23,teh,5
23,cendol,1
23,es campur,1
23,bubble tea,5
23,susu,5
23,jus buah,5
23,soda/soft drink,1
23,es doger,5
23,kopi,5
23,wedang,1
23,minuman air,1
23,air kelapa,1
23,cincau,1
24,sosis,1
24,nasi goreng,1
24,mie kuah,1
24,nasi-nasian,1
24,mie-miean,5
24,bakso/batagor/siomay,5
24,bubur,1
24,ayam bakar/goreng/fried chicken,1
24,kue-kue,5
24,buah potong/rujak,1
24,roti bakar/kukus,1
24,jagung,1
24,kacang,1
24,tahu,1
24,sate,1
24,gorengan lain,5
24,es krim,5
24,ubi,1
24,takoyaki,1
24,martabak,1
24,aci,1
24,lotek,1
24,macaroni,1
24,lumpia basah,1
24,seblak,1
24,angkringan,1
24,soto/sop/makanan berkuah lainnya,1
24,dimsum,1
24,kebab,1
24,burger,1
24,kerang ijo,1
24,asinan,1
24,teh,1
24,cendol,1
24,es campur,1
24,bubble tea,5
24,susu,1
24,jus buah,5
24,soda/soft drink,5
24,es doger,1
24,kopi,1
24,wedang,1
24,minuman air,1
24,air kelapa,1
24,cincau,1
25,sosis,1
25,nasi goreng,5
25,mie kuah,5
25,nasi-nasian,5
25,mie-miean,5
25,bakso/batagor/siomay,5
25,bubur,5
25,ayam bakar/goreng/fried chicken,5
25,kue-kue,1
25,buah potong/rujak,5
25,roti bakar/kukus,5
25,jagung,5
25,kacang,5
25,tahu,5
25,sate,5
25,gorengan lain,5
25,es krim,5
25,ubi,5
25,takoyaki,1
25,martabak,1
25,aci,1
25,lotek,1
25,macaroni,1
25,lumpia basah,1
25,seblak,1
25,angkringan,1
25,soto/sop/makanan berkuah lainnya,1
25,dimsum,1
25,kebab,1
25,burger,1
25,kerang ijo,1
25,asinan,1
25,teh,5
25,cendol,5
25,es campur,5
25,bubble tea,5
25,susu,5
25,jus buah,5
25,soda/soft drink,5
25,es doger,5
25,kopi,5
25,wedang,1
25,minuman air,1
25,air kelapa,1
25,cincau,1
26,sosis,1
26,nasi goreng,1
26,mie kuah,1
26,nasi-nasian,1
26,mie-miean,1
26,bakso/batagor/siomay,1
26,bubur,5
26,ayam bakar/goreng/fried chicken,5
26,kue-kue,5
26,buah potong/rujak,5
26,roti bakar/kukus,1
26,jagung,1
26,kacang,1
26,tahu,1
26,sate,1
26,gorengan lain,1
26,es krim,1
26,ubi,1
26,takoyaki,1
26,martabak,1
26,aci,1
26,lotek,1
26,macaroni,1
26,lumpia basah,1
26,seblak,1
26,angkringan,1
26,soto/sop/makanan berkuah lainnya,1
26,dimsum,1
26,kebab,1
26,burger,1
26,kerang ijo,1
26,asinan,1
26,teh,1
26,cendol,1
26,es campur,5
26,bubble tea,1
26,susu,5
26,jus buah,5
26,soda/soft drink,1
26,es doger,1
26,kopi,1
26,wedang,1
26,minuman air,1
26,air kelapa,1
26,cincau,1
27,sosis,1
27,nasi goreng,1
27,mie kuah,5
27,nasi-nasian,5
27,mie-miean,5
27,bakso/batagor/siomay,5
27,bubur,1
27,ayam bakar/goreng/fried chicken,5
27,kue-kue,5
27,buah potong/rujak,1
27,roti bakar/kukus,1
27,jagung,1
27,kacang,1
27,tahu,5
27,sate,5
27,gorengan lain,5
27,es krim,1
27,ubi,1
27,takoyaki,1
27,martabak,1
27,aci,1
27,lotek,1
27,macaroni,1
27,lumpia basah,1
27,seblak,1
27,angkringan,1
27,soto/sop/makanan berkuah lainnya,1
27,dimsum,1
27,kebab,1
27,burger,1
27,kerang ijo,1
27,asinan,1
27,teh,5
27,cendol,1
27,es campur,1
27,bubble tea,1
27,susu,5
27,jus buah,1
27,soda/soft drink,1
27,es doger,1
27,kopi,1
27,wedang,1
27,minuman air,1
27,air kelapa,1
27,cincau,1
28,sosis,1
28,nasi goreng,5
28,mie kuah,1
28,nasi-nasian,1
28,mie-miean,1
28,bakso/batagor/siomay,1
28,bubur,1
28,ayam bakar/goreng/fried chicken,1
28,kue-kue,5
28,buah potong/rujak,1
28,roti bakar/kukus,5
28,jagung,1
28,kacang,1
28,tahu,1
28,sate,1
