userid,foodanddrinkname,rating
71,nasi,5
71,mie,5
71,bakso,5
71,bubur,5
71,ayam,5
71,kue,5
71,buah,5
71,roti,5
71,jagung,5
71,kacang,5
71,tahu,5
71,sate,5
71,gorengan kering,5
71,es krim,5
71,ubi,5
71,luar negeri,1
71,gorengan basah,1
71,berkuah,1
71,cendol,5
71,es campur,5
71,bubble tea,5
71,susu,5
71,jus buah,5
71,soft drink,5
71,es doger,5
71,teh,5
71,kopi,1
71,air mineral,1
71,air kelapa,1
74,nasi goreng,5
74,mie kuah,1
74,nasi,1
74,mie,1
74,bakso,5
74,bubur,5
74,ayam,1
74,kue,5
74,buah,1
74,roti,5
74,jagung,1
74,kacang,1
74,tahu,1
74,sate,5
74,gorengan kering,1
74,es krim,1
74,ubi,1
74,luar negeri,1
74,gorengan basah,1
74,berkuah,1
74,cendol,5
74,es campur,5
74,bubble tea,1
74,susu,1
74,jus buah,5
74,soft drink,1
74,es doger,1
74,teh,1
74,kopi,5
74,air mineral,1
74,air kelapa,1
75,nasi goreng,5
75,mie kuah,1
75,nasi,1
75,mie,5
75,bakso,1
75,bubur,1
75,ayam,5
75,kue,1
75,buah,1
75,roti,1
75,jagung,1
75,kacang,1
75,tahu,1
75,sate,5
75,gorengan kering,1
75,es krim,1
75,ubi,1
75,luar negeri,1
75,gorengan basah,1
75,berkuah,1
75,cendol,5
75,es campur,1
75,bubble tea,1
75,susu,5
75,jus buah,1
75,soft drink,1
75,es doger,1
75,teh,1
75,kopi,1
75,air mineral,1
75,air kelapa,1
76,nasi goreng,1
76,mie kuah,1
76,nasi,5
76,mie,5
76,bakso,5
76,bubur,5
76,ayam,5
76,kue,5
76,buah,5
76,roti,5
76,jagung,1
76,kacang,1
76,tahu,1
76,sate,5
76,gorengan kering,5
76,es krim,5
76,ubi,1
76,luar negeri,1
76,gorengan basah,1
76,berkuah,1
76,cendol,5
76,es campur,5
76,bubble tea,1
76,susu,1
76,jus buah,5
76,soft drink,1
76,es doger,1
76,teh,1
76,kopi,1
76,air mineral,1
76,air kelapa,1
77,nasi goreng,1
77,mie kuah,1
77,nasi,1
77,mie,1
77,bakso,5
77,bubur,1
77,ayam,1
77,kue,5
77,buah,1
77,roti,1
77,jagung,1
77,kacang,1
77,tahu,1
77,sate,1
77,gorengan kering,5
77,es krim,1
77,ubi,1
77,luar negeri,1
77,gorengan basah,1
77,berkuah,1
77,cendol,1
77,es campur,5
77,bubble tea,5
77,susu,1
77,jus buah,5
77,soft drink,1
77,es doger,1
77,teh,1
77,kopi,1
77,air mineral,1
77,air kelapa,1
78,nasi goreng,5
78,mie kuah,1
78,nasi,5
78,mie,5
78,bakso,5
78,bubur,5
78,ayam,1
78,kue,1
78,buah,1
78,roti,5
78,jagung,1
78,kacang,1
78,tahu,5
78,sate,5
78,gorengan kering,5
78,es krim,5
78,ubi,1
78,luar negeri,1
78,gorengan basah,1
78,berkuah,1
78,cendol,1
78,es campur,1
78,bubble tea,1
78,susu,1
78,jus buah,1
78,soft drink,5
78,es doger,1
78,teh,5
78,kopi,1
78,air mineral,1
78,air kelapa,1
79,nasi goreng,5
79,mie kuah,5
79,nasi,1
79,mie,1
79,bakso,5
79,bubur,1
79,ayam,1
79,kue,1
79,buah,1
79,roti,1
79,jagung,1
79,kacang,1
79,tahu,1
79,sate,5
79,gorengan kering,5
79,es krim,1
79,ubi,1
79,luar negeri,1
79,gorengan basah,1
79,berkuah,1
79,cendol,5
79,es campur,5
79,bubble tea,1
79,susu,1
79,jus buah,1
79,soft drink,1
79,es doger,1
79,teh,5
79,kopi,1
79,air mineral,1
79,air kelapa,1
80,nasi goreng,1
80,mie kuah,1
80,nasi,5
80,mie,5
80,bakso,5
80,bubur,1
80,ayam,1
80,kue,5
80,buah,1
80,roti,1
80,jagung,5
80,kacang,1
80,tahu,5
80,sate,5
80,gorengan kering,5
80,es krim,1
80,ubi,1
80,luar negeri,1
80,gorengan basah,1
80,berkuah,1
80,cendol,1
80,es campur,5
80,bubble tea,1
80,susu,1
80,jus buah,5
80,soft drink,1
80,es doger,1
80,teh,1
80,kopi,5
80,air mineral,1
80,air kelapa,1
82,nasi goreng,5
82,mie kuah,5
82,nasi,1
82,mie,1
82,bakso,5
82,bubur,5
82,ayam,5
82,kue,5
82,buah,1
82,roti,5
82,jagung,1
82,kacang,1
82,tahu,1
82,sate,5
82,gorengan kering,5
82,es krim,5
82,ubi,1
82,luar negeri,1
82,gorengan basah,1
82,berkuah,1
82,cendol,5
82,es campur,5
82,bubble tea,5
82,susu,5
82,jus buah,5
82,soft drink,1
82,es doger,5
82,teh,5
82,kopi,1
82,air mineral,1
82,air kelapa,1
83,nasi goreng,1
83,mie kuah,1
83,nasi,1
83,mie,5
83,bakso,5
83,bubur,1
83,ayam,5
83,kue,5
83,buah,1
83,roti,5
83,jagung,1
83,kacang,1
83,tahu,1
83,sate,1
83,gorengan kering,5
83,es krim,1
83,ubi,1
83,luar negeri,1
83,gorengan basah,1
83,berkuah,1
83,cendol,1
83,es campur,1
83,bubble tea,1
83,susu,1
83,jus buah,1
83,soft drink,5
83,es doger,1
83,teh,5
83,kopi,5
83,air mineral,1
83,air kelapa,1
84,nasi goreng,5
84,mie kuah,5
84,nasi,1
84,mie,1
84,bakso,5
84,bubur,1
84,ayam,1
84,kue,1
84,buah,1
84,roti,1
84,jagung,1
84,kacang,1
84,tahu,1
84,sate,1
84,gorengan kering,1
84,es krim,1
84,ubi,1
84,luar negeri,1
84,gorengan basah,1
84,berkuah,1
84,cendol,1
84,es campur,5
84,bubble tea,1
84,susu,1
84,jus buah,1
84,soft drink,1
84,es doger,1
84,teh,1
84,kopi,5
84,air mineral,1
84,air kelapa,1
85,nasi goreng,5
85,mie kuah,1
85,nasi,1
85,mie,1
85,bakso,5
85,bubur,1
85,ayam,1
85,kue,5
85,buah,1
85,roti,1
85,jagung,1
85,kacang,1
85,tahu,5
85,sate,1
85,gorengan kering,5
85,es krim,1
85,ubi,1
85,luar negeri,1
85,gorengan basah,1
85,berkuah,1
85,cendol,1
85,es campur,1
85,bubble tea,5
85,susu,5
85,jus buah,5
85,soft drink,1
85,es doger,1
85,teh,1
85,kopi,1
85,air mineral,1
85,air kelapa,1
86,nasi goreng,5
86,mie kuah,1
86,nasi,1
86,mie,5
86,bakso,5
86,bubur,1
86,ayam,5
86,kue,1
86,buah,1
86,roti,1
86,jagung,1
86,kacang,1
86,tahu,1
86,sate,1
86,gorengan kering,5
86,es krim,1
86,ubi,1
86,luar negeri,1
86,gorengan basah,1
86,berkuah,1
86,cendol,1
86,es campur,1
86,bubble tea,1
86,susu,5
86,jus buah,5
86,soft drink,1
86,es doger,1
86,teh,5
86,kopi,1
86,air mineral,1
86,air kelapa,1
87,nasi goreng,5
87,mie kuah,1
87,nasi,1
87,mie,5
87,bakso,5
87,bubur,1
87,ayam,1
87,kue,1
87,buah,1
87,roti,1
87,jagung,1
87,kacang,1
87,tahu,1
87,sate,1
87,gorengan kering,5
87,es krim,1
87,ubi,1
87,luar negeri,1
87,gorengan basah,1
87,berkuah,1
87,cendol,5
87,es campur,1
87,bubble tea,1
87,susu,1
87,jus buah,1
87,soft drink,5
87,es doger,1
87,teh,1
87,kopi,5
87,air mineral,1
87,air kelapa,1
88,nasi goreng,5
88,mie kuah,1
88,nasi,1
88,mie,5
88,bakso,5
88,bubur,1
88,ayam,1
88,kue,1
88,buah,1
88,roti,1
88,jagung,1
88,kacang,1
88,tahu,1
88,sate,1
88,gorengan kering,5
88,es krim,1
88,ubi,1
88,luar negeri,1
88,gorengan basah,1
88,berkuah,1
88,cendol,1
88,es campur,1
88,bubble tea,5
88,susu,5
88,jus buah,5
88,soft drink,1
88,es doger,1
88,teh,1
88,kopi,1
88,air mineral,1
88,air kelapa,1
89,nasi goreng,5
89,mie kuah,5
89,nasi,1
89,mie,5
89,bakso,5
89,bubur,5
89,ayam,5
89,kue,1
89,buah,1
89,roti,1
89,jagung,5
89,kacang,1
89,tahu,5
89,sate,1
89,gorengan kering,5
89,es krim,5
89,ubi,1
89,luar negeri,1
89,gorengan basah,1
89,berkuah,1
89,cendol,1
89,es campur,1
89,bubble tea,5
89,susu,1
89,jus buah,1
89,soft drink,5
89,es doger,5
89,teh,1
89,kopi,5
89,air mineral,1
89,air kelapa,1
90,nasi goreng,5
90,mie kuah,1
90,nasi,1
90,mie,1
90,bakso,5
90,bubur,5
90,ayam,1
90,kue,1
90,buah,1
90,roti,1
90,jagung,1
90,kacang,1
90,tahu,1
90,sate,5
90,gorengan kering,5
90,es krim,1
90,ubi,1
90,luar negeri,1
90,gorengan basah,1
90,berkuah,1
90,cendol,5
90,es campur,1
90,bubble tea,1
90,susu,1
90,jus buah,1
90,soft drink,1
90,es doger,1
90,teh,5
90,kopi,1
90,air mineral,1
90,air kelapa,1
91,nasi goreng,5
91,mie kuah,1
91,nasi,1
91,mie,5
91,bakso,5
91,bubur,5
91,ayam,1
91,kue,1
91,buah,1
91,roti,1
91,jagung,1
91,kacang,1
91,tahu,1
91,sate,1
91,gorengan kering,5
91,es krim,1
91,ubi,1
91,luar negeri,1
91,gorengan basah,5
91,berkuah,1
91,cendol,1
91,es campur,5
91,bubble tea,5
91,susu,1
91,jus buah,5
91,soft drink,5
91,es doger,5
91,teh,5
91,kopi,1
91,air mineral,1
91,air kelapa,1
92,nasi goreng,1
92,mie kuah,1
92,nasi,1
92,mie,5
92,bakso,5
92,bubur,1
92,ayam,1
92,kue,1
92,buah,1
92,roti,1
92,jagung,1
92,kacang,1
92,tahu,1
92,sate,1
92,gorengan kering,1
92,es krim,1
92,ubi,1
92,luar negeri,5
92,gorengan basah,1
92,berkuah,1
92,cendol,5
92,es campur,1
92,bubble tea,1
92,susu,1
92,jus buah,1
92,soft drink,1
92,es doger,1
92,teh,5
92,kopi,1
92,air mineral,1
92,air kelapa,1
93,nasi goreng,5
93,mie kuah,5
93,nasi,1
93,mie,1
93,bakso,5
93,bubur,5
93,ayam,5
93,kue,1
93,buah,1
93,roti,1
93,jagung,1
93,kacang,1
93,tahu,1
93,sate,5
93,gorengan kering,5
93,es krim,1
93,ubi,1
93,luar negeri,1
93,gorengan basah,1
93,berkuah,1
93,cendol,1
93,es campur,1
93,bubble tea,5
93,susu,5
93,jus buah,5
93,soft drink,5
93,es doger,1
93,teh,1
93,kopi,1
93,air mineral,1
93,air kelapa,1
94,nasi goreng,5
94,mie kuah,5
94,nasi,5
94,mie,5
94,bakso,5
94,bubur,1
94,ayam,5
94,kue,1
94,buah,1
94,roti,5
94,jagung,5
94,kacang,5
94,tahu,5
94,sate,5
94,gorengan kering,5
94,es krim,5
94,ubi,5
94,luar negeri,1
94,gorengan basah,1
94,berkuah,1
94,cendol,5
94,es campur,5
94,bubble tea,5
94,susu,5
94,jus buah,5
94,soft drink,5
94,es doger,5
94,teh,5
94,kopi,5
94,air mineral,1
94,air kelapa,1
95,nasi goreng,5
95,mie kuah,5
95,nasi,5
95,mie,5
95,bakso,5
95,bubur,1
95,ayam,5
95,kue,1
95,buah,1
95,roti,1
95,jagung,1
95,kacang,1
95,tahu,1
95,sate,1
95,gorengan kering,1
95,es krim,1
95,ubi,1
95,luar negeri,1
95,gorengan basah,1
95,berkuah,1
95,cendol,1
95,es campur,5
95,bubble tea,5
95,susu,5
95,jus buah,1
95,soft drink,1
95,es doger,1
95,teh,1
95,kopi,1
95,air mineral,1
95,air kelapa,1
96,nasi goreng,5
96,mie kuah,1
96,nasi,1
96,mie,5
96,bakso,5
96,bubur,1
96,ayam,5
96,kue,1
96,buah,1
96,roti,1
96,jagung,1
96,kacang,1
96,tahu,1
96,sate,5
96,gorengan kering,1
96,es krim,1
96,ubi,1
96,luar negeri,1
96,gorengan basah,1
96,berkuah,1
96,cendol,1
96,es campur,5
96,bubble tea,1
96,susu,5
96,jus buah,5
96,soft drink,1
96,es doger,5
96,teh,5
96,kopi,1
96,air mineral,1
96,air kelapa,1
97,nasi goreng,1
97,mie kuah,1
97,nasi,1
97,mie,1
97,bakso,1
97,bubur,1
97,ayam,5
97,kue,1
97,buah,1
97,roti,5
97,jagung,1
97,kacang,1
97,tahu,5
97,sate,1
97,gorengan kering,5
97,es krim,1
97,ubi,1
97,luar negeri,1
97,gorengan basah,1
97,berkuah,1
97,cendol,1
97,es campur,1
97,bubble tea,1
97,susu,5
97,jus buah,1
97,soft drink,1
97,es doger,1
97,teh,1
97,kopi,5
97,air mineral,1
97,air kelapa,1
100,nasi goreng,5
100,mie kuah,1
100,nasi,1
100,mie,1
100,bakso,5
100,bubur,1
100,ayam,1
100,kue,1
100,buah,1
100,roti,1
100,jagung,1
100,kacang,1
100,tahu,1
100,sate,1
100,gorengan kering,5
100,es krim,1
100,ubi,1
100,luar negeri,1
100,gorengan basah,1
100,berkuah,1
100,cendol,5
100,es campur,5
100,bubble tea,5
100,susu,1
100,jus buah,1
100,soft drink,1
100,es doger,5
100,teh,1
100,kopi,1
100,air mineral,1
100,air kelapa,1
101,nasi goreng,5
101,mie kuah,1
101,nasi,1
101,mie,1
101,bakso,5
101,bubur,5
101,ayam,5
101,kue,5
101,buah,1
101,roti,1
101,jagung,1
101,kacang,1
101,tahu,5
101,sate,5
101,gorengan kering,1
101,es krim,5
101,ubi,5
101,luar negeri,1
101,gorengan basah,1
101,berkuah,1
101,cendol,5
101,es campur,1
101,bubble tea,1
101,susu,1
101,jus buah,1
101,soft drink,1
101,es doger,1
101,teh,1
101,kopi,1
101,air mineral,5
101,air kelapa,1
102,nasi goreng,5
102,mie kuah,1
102,nasi,1
102,mie,1
102,bakso,5
102,bubur,1
102,ayam,1
102,kue,5
102,buah,5
102,roti,5
102,jagung,1
102,kacang,1
102,tahu,5
102,sate,5
102,gorengan kering,1
102,es krim,1
102,ubi,1
102,luar negeri,1
102,gorengan basah,1
102,berkuah,1
102,cendol,5
102,es campur,5
102,bubble tea,1
102,susu,1
102,jus buah,1
102,soft drink,1
102,es doger,5
102,teh,1
102,kopi,1
102,air mineral,1
102,air kelapa,1
103,nasi goreng,5
103,mie kuah,1
103,nasi,1
103,mie,5
103,bakso,5
103,bubur,1
103,ayam,1
103,kue,5
103,buah,1
103,roti,1
103,jagung,1
103,kacang,1
103,tahu,1
103,sate,1
103,gorengan kering,1
103,es krim,1
103,ubi,1
103,luar negeri,1
103,gorengan basah,1
103,berkuah,1
103,cendol,5
103,es campur,5
103,bubble tea,1
103,susu,1
103,jus buah,1
103,soft drink,1
103,es doger,1
103,teh,1
103,kopi,1
103,air mineral,1
103,air kelapa,5
104,nasi goreng,5
104,mie kuah,5
104,nasi,5
104,mie,5
104,bakso,5
104,bubur,5
104,ayam,1
104,kue,5
104,buah,5
104,roti,5
104,jagung,5
104,kacang,5
104,tahu,1
104,sate,1
104,gorengan kering,1
104,es krim,1
104,ubi,5
104,luar negeri,1
104,gorengan basah,1
104,berkuah,1
104,cendol,5
104,es campur,5
104,bubble tea,5
104,susu,5
104,jus buah,5
104,soft drink,1
104,es doger,1
104,teh,1
104,kopi,1
104,air mineral,1
104,air kelapa,1
105,nasi goreng,5
105,mie kuah,1
105,nasi,5
105,mie,1
105,bakso,5
105,bubur,5
105,ayam,1
105,kue,1
105,buah,1
105,roti,1
105,jagung,1
105,kacang,1
105,tahu,1
105,sate,5
105,gorengan kering,5
105,es krim,1
105,ubi,1
105,luar negeri,1
105,gorengan basah,1
105,berkuah,1
105,cendol,5
105,es campur,5
105,bubble tea,5
105,susu,1
105,jus buah,5
105,soft drink,1
105,es doger,5
105,teh,1
105,kopi,1
105,air mineral,1
105,air kelapa,1
106,nasi goreng,1
106,mie kuah,1
106,nasi,5
106,mie,1
106,bakso,1
106,bubur,1
106,ayam,1
106,kue,5
106,buah,1
106,roti,1
106,jagung,1
106,kacang,1
106,tahu,5
106,sate,1
106,gorengan kering,1
106,es krim,1
106,ubi,1
106,luar negeri,1
106,gorengan basah,1
106,berkuah,1
106,cendol,5
106,es campur,5
106,bubble tea,1
106,susu,1
106,jus buah,5
106,soft drink,1
106,es doger,5
106,teh,5
106,kopi,1
106,air mineral,1
106,air kelapa,1
107,nasi goreng,5
107,mie kuah,1
107,nasi,1
107,mie,1
107,bakso,5
107,bubur,1
107,ayam,1
107,kue,1
107,buah,1
107,roti,1
107,jagung,1
107,kacang,1
107,tahu,1
107,sate,5
107,gorengan kering,5
107,es krim,1
107,ubi,1
107,luar negeri,1
107,gorengan basah,1
107,berkuah,1
107,cendol,1
107,es campur,5
107,bubble tea,1
107,susu,1
107,jus buah,5
107,soft drink,5
107,es doger,1
107,teh,5
107,kopi,1
107,air mineral,1
107,air kelapa,1
108,nasi goreng,1
108,mie kuah,1
108,nasi,1
108,mie,5
108,bakso,5
108,bubur,1
108,ayam,5
108,kue,1
108,buah,1
108,roti,5
108,jagung,1
108,kacang,1
108,tahu,5
108,sate,5
108,gorengan kering,1
108,es krim,1
108,ubi,1
108,luar negeri,1
108,gorengan basah,1
108,berkuah,1
108,cendol,5
108,es campur,1
108,bubble tea,5
108,susu,1
108,jus buah,1
108,soft drink,1
108,es doger,1
108,teh,1
108,kopi,5
108,air mineral,1
108,air kelapa,1
109,nasi goreng,5
109,mie kuah,5
109,nasi,5
109,mie,5
109,bakso,5
109,bubur,5
109,ayam,5
109,kue,1
109,buah,5
109,roti,1
109,jagung,1
109,kacang,1
109,tahu,1
109,sate,5
109,gorengan kering,5
109,es krim,5
109,ubi,1
109,luar negeri,1
109,gorengan basah,1
109,berkuah,1
109,cendol,1
109,es campur,1
109,bubble tea,1
109,susu,1
109,jus buah,5
109,soft drink,5
109,es doger,1
109,teh,5
109,kopi,1
109,air mineral,1
109,air kelapa,1
110,nasi goreng,5
110,mie kuah,1
110,nasi,1
110,mie,1
110,bakso,5
110,bubur,5
110,ayam,5
110,kue,5
110,buah,1
110,roti,1
110,jagung,1
110,kacang,1
110,tahu,5
110,sate,5
110,gorengan kering,5
110,es krim,5
110,ubi,1
110,luar negeri,1
110,gorengan basah,5
110,berkuah,1
110,cendol,1
110,es campur,1
110,bubble tea,5
110,susu,1
110,jus buah,1
110,soft drink,5
110,es doger,1
110,teh,5
110,kopi,5
110,air mineral,1
110,air kelapa,1
111,nasi goreng,5
111,mie kuah,1
111,nasi,1
111,mie,5
111,bakso,1
111,bubur,1
111,ayam,5
111,kue,1
111,buah,5
111,roti,1
111,jagung,1
111,kacang,1
111,tahu,1
111,sate,1
111,gorengan kering,1
111,es krim,5
111,ubi,1
111,luar negeri,1
111,gorengan basah,1
111,berkuah,1
111,cendol,5
111,es campur,5
111,bubble tea,5
111,susu,5
111,jus buah,5
111,soft drink,5
111,es doger,1
111,teh,5
111,kopi,5
111,air mineral,1
111,air kelapa,1
112,nasi goreng,1
112,mie kuah,1
112,nasi,1
112,mie,5
112,bakso,5
112,bubur,5
112,ayam,5
112,kue,1
112,buah,5
112,roti,1
112,jagung,1
112,kacang,1
112,tahu,1
112,sate,5
112,gorengan kering,5
112,es krim,1
112,ubi,1
112,luar negeri,1
112,gorengan basah,1
112,berkuah,1
112,cendol,1
112,es campur,1
112,bubble tea,5
112,susu,1
112,jus buah,1
112,soft drink,1
112,es doger,1
112,teh,5
112,kopi,5
112,air mineral,1
112,air kelapa,1
113,nasi goreng,1
113,mie kuah,1
113,nasi,1
113,mie,1
113,bakso,5
113,bubur,5
113,ayam,1
113,kue,5
113,buah,1
113,roti,1
113,jagung,1
113,kacang,1
113,tahu,1
113,sate,5
113,gorengan kering,5
113,es krim,1
113,ubi,1
113,luar negeri,1
113,gorengan basah,1
113,berkuah,1
113,cendol,5
113,es campur,5
113,bubble tea,5
113,susu,1
113,jus buah,5
113,soft drink,1
113,es doger,5
113,teh,1
113,kopi,5
113,air mineral,1
113,air kelapa,1
114,nasi goreng,5
114,mie kuah,1
114,nasi,1
114,mie,5
114,bakso,5
114,bubur,5
114,ayam,1
114,kue,1
114,buah,1
114,roti,1
114,jagung,1
114,kacang,1
114,tahu,1
114,sate,5
114,gorengan kering,1
114,es krim,1
114,ubi,1
114,luar negeri,1
114,gorengan basah,1
114,berkuah,1
114,cendol,1
114,es campur,1
114,bubble tea,1
114,susu,1
114,jus buah,5
114,soft drink,1
114,es doger,1
114,teh,1
114,kopi,5
114,air mineral,1
114,air kelapa,1
115,nasi goreng,5
115,mie kuah,5
115,nasi,1
115,mie,5
115,bakso,5
115,bubur,1
115,ayam,1
115,kue,1
115,buah,1
115,roti,1
115,jagung,1
115,kacang,1
115,tahu,1
115,sate,1
115,gorengan kering,5
115,es krim,1
115,ubi,1
115,luar negeri,1
115,gorengan basah,1
115,berkuah,1
115,cendol,5
115,es campur,5
115,bubble tea,1
115,susu,5
115,jus buah,1
115,soft drink,1
115,es doger,5
115,teh,5
115,kopi,5
115,air mineral,1
115,air kelapa,1
119,nasi goreng,5
119,mie kuah,1
119,nasi,5
119,mie,1
119,bakso,5
119,bubur,1
119,ayam,1
119,kue,1
119,buah,5
119,roti,5
119,jagung,1
119,kacang,1
119,tahu,1
119,sate,5
119,gorengan kering,1
119,es krim,1
119,ubi,1
119,luar negeri,1
119,gorengan basah,1
119,berkuah,1
119,cendol,1
119,es campur,5
119,bubble tea,5
119,susu,1
119,jus buah,5
119,soft drink,1
119,es doger,1
119,teh,5
119,kopi,1
119,air mineral,1
119,air kelapa,1
120,nasi goreng,5
120,mie kuah,1
120,nasi,1
120,mie,5
120,bakso,1
120,bubur,1
120,ayam,5
120,kue,1
120,buah,1
120,roti,5
120,jagung,1
120,kacang,1
120,tahu,1
120,sate,5
120,gorengan kering,5
120,es krim,1
120,ubi,1
120,luar negeri,1
120,gorengan basah,1
120,berkuah,5
120,cendol,5
120,es campur,5
120,bubble tea,1
120,susu,1
120,jus buah,1
120,soft drink,1
120,es doger,5
120,teh,5
120,kopi,1
120,air mineral,1
120,air kelapa,1
121,nasi goreng,5
121,mie kuah,1
121,nasi,1
121,mie,1
121,bakso,5
121,bubur,5
121,ayam,5
121,kue,1
121,buah,1
121,roti,1
121,jagung,1
121,kacang,1
121,tahu,1
121,sate,5
121,gorengan kering,5
121,es krim,1
121,ubi,1
121,luar negeri,1
121,gorengan basah,1
121,berkuah,1
121,cendol,1
121,es campur,1
121,bubble tea,1
121,susu,1
121,jus buah,1
121,soft drink,1
121,es doger,1
121,teh,5
121,kopi,5
121,air mineral,1
121,air kelapa,5
123,nasi goreng,1
123,mie kuah,1
123,nasi,1
123,mie,5
123,bakso,5
123,bubur,1
123,ayam,1
123,kue,5
123,buah,1
123,roti,1
123,jagung,1
123,kacang,1
123,tahu,1
123,sate,1
123,gorengan kering,1
123,es krim,5
123,ubi,1
123,luar negeri,1
123,gorengan basah,1
123,berkuah,1
123,cendol,1
123,es campur,1
123,bubble tea,5
123,susu,5
123,jus buah,5
123,soft drink,5
123,es doger,5
123,teh,5
123,kopi,1
123,air mineral,1
123,air kelapa,1
124,nasi goreng,5
124,mie kuah,1
124,nasi,1
124,mie,1
124,bakso,5
124,bubur,1
124,ayam,1
124,kue,1
124,buah,1
124,roti,1
124,jagung,1
124,kacang,1
124,tahu,1
124,sate,1
124,gorengan kering,5
124,es krim,1
124,ubi,1
124,luar negeri,1
124,gorengan basah,1
124,berkuah,1
124,cendol,5
124,es campur,1
124,bubble tea,5
124,susu,1
124,jus buah,5
124,soft drink,1
124,es doger,1
124,teh,1
124,kopi,1
124,air mineral,1
124,air kelapa,1
125,nasi goreng,5
125,mie kuah,1
125,nasi,1
125,mie,1
125,bakso,5
125,bubur,1
125,ayam,5
125,kue,5
125,buah,1
125,roti,5
125,jagung,1
125,kacang,1
125,tahu,5
125,sate,1
125,gorengan kering,5
125,es krim,1
125,ubi,1
125,luar negeri,1
125,gorengan basah,1
125,berkuah,1
125,cendol,5
125,es campur,5
125,bubble tea,1
125,susu,1
125,jus buah,1
125,soft drink,1
125,es doger,5
125,teh,1
125,kopi,1
125,air mineral,1
125,air kelapa,1
126,nasi goreng,5
126,mie kuah,1
126,nasi,1
126,mie,1
126,bakso,5
126,bubur,5
126,ayam,1
126,kue,1
126,buah,5
126,roti,5
126,jagung,1
126,kacang,1
126,tahu,5
126,sate,5
126,gorengan kering,5
126,es krim,1
126,ubi,1
126,luar negeri,1
126,gorengan basah,1
126,berkuah,5
126,cendol,1
126,es campur,5
126,bubble tea,1
126,susu,1
126,jus buah,1
126,soft drink,1
126,es doger,5
126,teh,5
126,kopi,1
126,air mineral,5
126,air kelapa,1
127,nasi goreng,5
127,mie kuah,1
127,nasi,1
127,mie,1
127,bakso,5
127,bubur,5
127,ayam,1
127,kue,1
127,buah,1
127,roti,5
127,jagung,1
127,kacang,1
127,tahu,1
127,sate,5
127,gorengan kering,1
127,es krim,1
127,ubi,1
127,luar negeri,1
127,gorengan basah,1
127,berkuah,1
127,cendol,5
127,es campur,1
127,bubble tea,5
127,susu,5
127,jus buah,5
127,soft drink,5
127,es doger,1
127,teh,1
127,kopi,1
127,air mineral,1
127,air kelapa,1
128,nasi goreng,1
128,mie kuah,1
128,nasi,1
128,mie,5
128,bakso,5
128,bubur,5
128,ayam,1
128,kue,1
128,buah,1
128,roti,1
128,jagung,1
128,kacang,1
128,tahu,1
128,sate,5
128,gorengan kering,1
128,es krim,1
128,ubi,1
128,luar negeri,1
128,gorengan basah,1
128,berkuah,5
128,cendol,1
128,es campur,1
128,bubble tea,5
128,susu,1
128,jus buah,1
128,soft drink,1
128,es doger,1
128,teh,1
128,kopi,5
128,air mineral,1
128,air kelapa,1
129,nasi goreng,1
129,mie kuah,1
129,nasi,1
129,mie,1
129,bakso,5
129,bubur,1
129,ayam,5
129,kue,1
129,buah,1
129,roti,1
129,jagung,1
129,kacang,1
129,tahu,1
129,sate,5
129,gorengan kering,5
129,es krim,1
129,ubi,1
129,luar negeri,1
129,gorengan basah,1
129,berkuah,1
129,cendol,1
129,es campur,1
129,bubble tea,1
129,susu,1
129,jus buah,5
129,soft drink,1
129,es doger,1
129,teh,1
129,kopi,5
129,air mineral,1
129,air kelapa,1
130,nasi goreng,5
130,mie kuah,5
130,nasi,1
130,mie,1
130,bakso,5
130,bubur,1
130,ayam,1
130,kue,1
130,buah,1
130,roti,1
130,jagung,1
130,kacang,1
130,tahu,1
130,sate,1
130,gorengan kering,1
130,es krim,1
130,ubi,1
130,luar negeri,1
130,gorengan basah,1
130,berkuah,1
130,cendol,5
130,es campur,5
130,bubble tea,1
130,susu,1
130,jus buah,1
130,soft drink,1
130,es doger,5
130,teh,1
130,kopi,1
130,air mineral,1
130,air kelapa,1
135,nasi goreng,5
135,mie kuah,1
135,nasi,1
135,mie,1
135,bakso,5
135,bubur,5
135,ayam,5
135,kue,5
135,buah,1
135,roti,1
135,jagung,1
135,kacang,1
135,tahu,1
135,sate,1
135,gorengan kering,1
135,es krim,1
135,ubi,1
135,luar negeri,1
135,gorengan basah,1
135,berkuah,5
135,cendol,1
135,es campur,1
135,bubble tea,5
135,susu,1
135,jus buah,5
135,soft drink,1
135,es doger,1
135,teh,1
135,kopi,1
135,air mineral,1
135,air kelapa,1
137,nasi goreng,5
137,mie kuah,1
137,nasi,1
137,mie,5
137,bakso,5
137,bubur,5
137,ayam,1
137,kue,1
137,buah,1
137,roti,1
137,jagung,5
137,kacang,1
137,tahu,1
137,sate,5
137,gorengan kering,5
137,es krim,1
137,ubi,1
137,luar negeri,1
137,gorengan basah,1
137,berkuah,1
137,cendol,5
137,es campur,1
137,bubble tea,1
137,susu,1
137,jus buah,1
137,soft drink,1
137,es doger,5
137,teh,1
137,kopi,1
137,air mineral,1
137,air kelapa,1
140,nasi goreng,5
140,mie kuah,1
140,nasi,5
140,mie,5
140,bakso,1
140,bubur,5
140,ayam,5
140,kue,5
140,buah,5
140,roti,5
140,jagung,1
140,kacang,1
140,tahu,5
140,sate,5
