userid,foodanddrinkname,rating
140,gorengan kering,5
140,es krim,5
140,ubi,1
140,luar negeri,1
140,gorengan basah,1
140,berkuah,5
140,cendol,1
140,es campur,5
140,bubble tea,5
140,susu,1
140,jus buah,5
140,soft drink,1
140,es doger,1
140,teh,5
140,kopi,5
140,air mineral,1
140,air kelapa,1
141,nasi goreng,5
141,mie kuah,5
141,nasi,5
141,mie,5
141,bakso,5
141,bubur,1
141,ayam,5
141,kue,5
141,buah,5
141,roti,5
141,jagung,1
141,kacang,1
141,tahu,5
141,sate,5
141,gorengan kering,5
141,es krim,5
141,ubi,1
141,luar negeri,1
141,gorengan basah,1
141,berkuah,5
141,cendol,5
141,es campur,5
141,bubble tea,5
141,susu,1
141,jus buah,5
141,soft drink,5
141,es doger,1
141,teh,5
141,kopi,1
141,air mineral,1
141,air kelapa,1
146,nasi goreng,5
146,mie kuah,1
146,nasi,1
146,mie,1
146,bakso,5
146,bubur,1
146,ayam,5
146,kue,1
146,buah,1
146,roti,1
146,jagung,1
146,kacang,1
146,tahu,1
146,sate,1
146,gorengan kering,1
146,es krim,1
146,ubi,1
146,luar negeri,1
146,gorengan basah,1
146,berkuah,1
146,cendol,5
146,es campur,1
146,bubble tea,1
146,susu,1
146,jus buah,1
146,soft drink,1
146,es doger,5
146,teh,1
146,kopi,1
146,air mineral,1
146,air kelapa,1
148,nasi goreng,1
148,mie kuah,1
148,nasi,1
148,mie,5
148,bakso,5
148,bubur,5
148,ayam,1
148,kue,1
148,buah,1
148,roti,1
148,jagung,1
148,kacang,1
148,tahu,5
148,sate,5
148,gorengan kering,1
148,es krim,1
148,ubi,1
148,luar negeri,1
148,gorengan basah,1
148,berkuah,1
148,cendol,5
148,es campur,1
148,bubble tea,1
148,susu,1
148,jus buah,1
148,soft drink,1
148,es doger,5
148,teh,1
148,kopi,1
148,air mineral,1
148,air kelapa,1
149,nasi goreng,5
149,mie kuah,5
149,nasi,5
149,mie,5
149,bakso,5
149,bubur,5
149,ayam,5
149,kue,5
149,buah,5
149,roti,5
149,jagung,1
149,kacang,1
149,tahu,5
149,sate,5
149,gorengan kering,5
149,es krim,5
149,ubi,1
149,luar negeri,1
149,gorengan basah,1
149,berkuah,5
149,cendol,1
149,es campur,5
149,bubble tea,1
149,susu,5
149,jus buah,5
149,soft drink,1
149,es doger,1
149,teh,5
149,kopi,5
149,air mineral,1
149,air kelapa,1
152,nasi goreng,5
152,mie kuah,5
152,nasi,1
152,mie,1
152,bakso,5
152,bubur,1
152,ayam,1
152,kue,1
152,buah,1
152,roti,1
152,jagung,1
152,kacang,1
152,tahu,1
152,sate,1
152,gorengan kering,1
152,es krim,1
152,ubi,1
152,luar negeri,1
152,gorengan basah,1
152,berkuah,1
152,cendol,5
152,es campur,5
152,bubble tea,1
152,susu,1
152,jus buah,1
152,soft drink,1
152,es doger,1
152,teh,5
152,kopi,1
152,air mineral,1
152,air kelapa,1
156,nasi goreng,5
156,mie kuah,1
156,nasi,1
156,mie,1
156,bakso,5
156,bubur,1
156,ayam,5
156,kue,1
156,buah,1
156,roti,1
156,jagung,5
156,kacang,1
156,tahu,1
156,sate,5
156,gorengan kering,5
156,es krim,1
156,ubi,1
156,luar negeri,1
156,gorengan basah,1
156,berkuah,5
156,cendol,5
156,es campur,1
156,bubble tea,5
156,susu,5
156,jus buah,5
156,soft drink,5
156,es doger,1
156,teh,5
156,kopi,5
156,air mineral,1
156,air kelapa,1
159,nasi goreng,5
159,mie kuah,1
159,nasi,1
159,mie,1
159,bakso,5
159,bubur,1
159,ayam,1
159,kue,1
159,buah,1
159,roti,1
159,jagung,1
159,kacang,1
159,tahu,1
159,sate,1
159,gorengan kering,5
159,es krim,1
159,ubi,1
159,luar negeri,1
159,gorengan basah,1
159,berkuah,1
159,cendol,5
159,es campur,5
159,bubble tea,5
159,susu,5
159,jus buah,1
159,soft drink,1
159,es doger,1
159,teh,1
159,kopi,5
159,air mineral,1
159,air kelapa,1
160,nasi goreng,5
160,mie kuah,1
160,nasi,1
160,mie,1
160,bakso,5
160,bubur,1
160,ayam,5
160,kue,1
160,buah,1
160,roti,1
160,jagung,1
160,kacang,1
160,tahu,1
160,sate,1
160,gorengan kering,1
160,es krim,1
160,ubi,1
160,luar negeri,1
160,gorengan basah,1
160,berkuah,1
160,cendol,1
160,es campur,1
160,bubble tea,5
160,susu,5
160,jus buah,1
160,soft drink,5
160,es doger,1
160,teh,5
160,kopi,1
160,air mineral,1
160,air kelapa,1
161,nasi goreng,5
161,mie kuah,5
161,nasi,1
161,mie,1
161,bakso,5
161,bubur,5
161,ayam,5
161,kue,1
161,buah,1
161,roti,5
161,jagung,1
161,kacang,1
161,tahu,1
161,sate,5
161,gorengan kering,1
161,es krim,1
161,ubi,1
161,luar negeri,1
161,gorengan basah,1
161,berkuah,1
161,cendol,1
161,es campur,1
161,bubble tea,1
161,susu,1
161,jus buah,5
161,soft drink,1
161,es doger,1
161,teh,5
161,kopi,1
161,air mineral,1
161,air kelapa,1
162,nasi goreng,5
162,mie kuah,1
162,nasi,1
162,mie,1
162,bakso,5
162,bubur,1
162,ayam,1
162,kue,1
162,buah,1
162,roti,1
162,jagung,1
162,kacang,1
162,tahu,1
162,sate,1
162,gorengan kering,5
162,es krim,1
162,ubi,1
162,luar negeri,1
162,gorengan basah,1
162,berkuah,1
162,cendol,1
162,es campur,5
162,bubble tea,1
162,susu,1
162,jus buah,5
162,soft drink,1
162,es doger,5
162,teh,1
162,kopi,1
162,air mineral,1
162,air kelapa,1
163,nasi goreng,5
163,mie kuah,1
163,nasi,1
163,mie,1
163,bakso,1
163,bubur,1
163,ayam,1
163,kue,1
163,buah,5
163,roti,1
163,jagung,1
163,kacang,1
163,tahu,1
163,sate,5
163,gorengan kering,1
163,es krim,5
163,ubi,1
163,luar negeri,1
163,gorengan basah,1
163,berkuah,1
163,cendol,1
163,es campur,1
163,bubble tea,5
163,susu,5
163,jus buah,1
163,soft drink,1
163,es doger,1
163,teh,5
163,kopi,5
163,air mineral,1
163,air kelapa,1
165,nasi goreng,5
165,mie kuah,5
165,nasi,1
165,mie,1
165,bakso,1
165,bubur,5
165,ayam,1
165,kue,1
165,buah,1
165,roti,1
165,jagung,1
165,kacang,1
165,tahu,1
165,sate,5
165,gorengan kering,1
165,es krim,1
165,ubi,1
165,luar negeri,1
165,gorengan basah,1
165,berkuah,5
165,cendol,1
165,es campur,1
165,bubble tea,1
165,susu,1
165,jus buah,1
165,soft drink,1
165,es doger,1
165,teh,5
165,kopi,1
165,air mineral,5
165,air kelapa,1
166,nasi goreng,1
166,mie kuah,5
166,nasi,1
166,mie,5
166,bakso,5
166,bubur,5
166,ayam,5
166,kue,1
166,buah,1
166,roti,1
166,jagung,1
166,kacang,1
166,tahu,1
166,sate,5
166,gorengan kering,1
166,es krim,1
166,ubi,1
166,luar negeri,1
166,gorengan basah,1
166,berkuah,1
166,cendol,5
166,es campur,5
166,bubble tea,1
166,susu,1
166,jus buah,5
166,soft drink,1
166,es doger,1
166,teh,1
166,kopi,1
166,air mineral,1
166,air kelapa,1
167,nasi goreng,1
167,mie kuah,1
167,nasi,1
167,mie,1
167,bakso,5
167,bubur,5
167,ayam,1
167,kue,1
167,buah,1
167,roti,1
167,jagung,1
167,kacang,1
167,tahu,1
167,sate,5
167,gorengan kering,5
167,es krim,1
167,ubi,1
167,luar negeri,1
167,gorengan basah,1
167,berkuah,5
167,cendol,1
167,es campur,1
167,bubble tea,1
167,susu,1
167,jus buah,5
167,soft drink,1
167,es doger,1
167,teh,5
167,kopi,5
167,air mineral,5
167,air kelapa,1
169,nasi goreng,5
169,mie kuah,1
169,nasi,5
169,mie,5
169,bakso,5
169,bubur,1
169,ayam,1
169,kue,1
169,buah,1
169,roti,1
169,jagung,1
169,kacang,1
169,tahu,1
169,sate,1
169,gorengan kering,1
169,es krim,1
169,ubi,1
169,luar negeri,1
169,gorengan basah,1
169,berkuah,5
169,cendol,5
169,es campur,5
169,bubble tea,1
169,susu,1
169,jus buah,1
169,soft drink,1
169,es doger,5
169,teh,1
169,kopi,1
169,air mineral,1
169,air kelapa,1
170,nasi goreng,5
170,mie kuah,1
170,nasi,1
170,mie,5
170,bakso,5
170,bubur,5
170,ayam,1
170,kue,1
170,buah,1
170,roti,5
170,jagung,1
170,kacang,1
170,tahu,1
170,sate,5
170,gorengan kering,5
170,es krim,1
170,ubi,1
170,luar negeri,1
170,gorengan basah,1
170,berkuah,1
170,cendol,5
170,es campur,1
170,bubble tea,1
170,susu,1
170,jus buah,1
170,soft drink,1
170,es doger,5
170,teh,1
170,kopi,1
170,air mineral,1
170,air kelapa,1
171,nasi goreng,5
171,mie kuah,5
171,nasi,1
171,mie,5
171,bakso,1
171,bubur,5
171,ayam,1
171,kue,5
171,buah,5
171,roti,1
171,jagung,5
171,kacang,5
171,tahu,5
171,sate,1
171,gorengan kering,5
171,es krim,1
171,ubi,5
171,luar negeri,1
171,gorengan basah,1
171,berkuah,1
171,cendol,5
171,es campur,1
171,bubble tea,1
171,susu,1
171,jus buah,5
171,soft drink,1
171,es doger,5
171,teh,5
171,kopi,1
171,air mineral,5
171,air kelapa,1
173,nasi goreng,5
173,mie kuah,5
173,nasi,5
173,mie,5
173,bakso,5
173,bubur,5
173,ayam,5
173,kue,5
173,buah,5
173,roti,5
173,jagung,5
173,kacang,5
173,tahu,5
173,sate,5
173,gorengan kering,5
173,es krim,5
173,ubi,5
173,luar negeri,1
173,gorengan basah,1
173,berkuah,5
173,cendol,1
173,es campur,5
173,bubble tea,5
173,susu,1
173,jus buah,5
173,soft drink,1
173,es doger,1
173,teh,1
173,kopi,5
173,air mineral,1
173,air kelapa,1
174,nasi goreng,5
174,mie kuah,5
174,nasi,1
174,mie,1
174,bakso,5
174,bubur,5
174,ayam,1
174,kue,1
174,buah,1
174,roti,1
174,jagung,1
174,kacang,1
174,tahu,1
174,sate,1
174,gorengan kering,5
174,es krim,1
174,ubi,1
174,luar negeri,1
174,gorengan basah,1
174,berkuah,1
174,cendol,1
174,es campur,5
174,bubble tea,5
174,susu,1
174,jus buah,5
174,soft drink,5
174,es doger,1
174,teh,5
174,kopi,5
174,air mineral,1
174,air kelapa,1
177,nasi goreng,5
177,mie kuah,1
177,nasi,1
177,mie,1
177,bakso,5
177,bubur,5
177,ayam,1
177,kue,5
177,buah,5
177,roti,1
177,jagung,1
177,kacang,1
177,tahu,1
177,sate,5
177,gorengan kering,1
177,es krim,1
177,ubi,1
177,luar negeri,1
177,gorengan basah,1
177,berkuah,5
177,cendol,5
177,es campur,1
177,bubble tea,1
177,susu,1
177,jus buah,5
177,soft drink,1
177,es doger,1
177,teh,1
177,kopi,1
177,air mineral,1
177,air kelapa,1
178,nasi goreng,5
178,mie kuah,1
178,nasi,5
178,mie,1
178,bakso,5
178,bubur,1
178,ayam,1
178,kue,1
178,buah,1
178,roti,1
178,jagung,1
178,kacang,1
178,tahu,1
178,sate,5
178,gorengan kering,5
178,es krim,1
178,ubi,1
178,luar negeri,1
178,gorengan basah,1
178,berkuah,1
178,cendol,1
178,es campur,1
178,bubble tea,1
178,susu,5
178,jus buah,1
178,soft drink,1
178,es doger,1
178,teh,5
178,kopi,1
178,air mineral,1
178,air kelapa,1
180,nasi goreng,5
180,mie kuah,1
180,nasi,1
180,mie,5
180,bakso,1
180,bubur,5
180,ayam,1
180,kue,5
180,buah,5
180,roti,5
180,jagung,1
180,kacang,5
180,tahu,5
180,sate,1
180,gorengan kering,5
180,es krim,1
180,ubi,1
180,luar negeri,1
180,gorengan basah,1
180,berkuah,5
180,cendol,1
180,es campur,1
180,bubble tea,1
180,susu,1
180,jus buah,5
180,soft drink,1
180,es doger,1
180,teh,5
180,kopi,1
180,air mineral,1
180,air kelapa,1
183,nasi goreng,5
183,mie kuah,1
183,nasi,1
183,mie,1
183,bakso,5
183,bubur,5
183,ayam,1
183,kue,1
183,buah,1
183,roti,1
183,jagung,1
183,kacang,1
183,tahu,1
183,sate,5
183,gorengan kering,1
183,es krim,1
183,ubi,1
183,luar negeri,1
183,gorengan basah,1
183,berkuah,1
183,cendol,5
183,es campur,5
183,bubble tea,1
183,susu,1
183,jus buah,1
183,soft drink,1
183,es doger,5
183,teh,1
183,kopi,1
183,air mineral,1
183,air kelapa,1
184,nasi goreng,5
184,mie kuah,1
184,nasi,1
184,mie,1
184,bakso,5
184,bubur,5
184,ayam,5
184,kue,1
184,buah,1
184,roti,1
184,jagung,1
184,kacang,1
184,tahu,5
184,sate,5
184,gorengan kering,5
184,es krim,1
184,ubi,1
184,luar negeri,1
184,gorengan basah,1
184,berkuah,5
184,cendol,1
184,es campur,5
184,bubble tea,1
184,susu,5
184,jus buah,5
184,soft drink,5
184,es doger,1
184,teh,5
184,kopi,5
184,air mineral,1
184,air kelapa,1
185,nasi goreng,5
185,mie kuah,5
185,nasi,1
185,mie,1
185,bakso,5
185,bubur,1
185,ayam,1
185,kue,5
185,buah,5
185,roti,1
185,jagung,1
185,kacang,1
185,tahu,1
185,sate,5
185,gorengan kering,1
185,es krim,1
185,ubi,1
185,luar negeri,1
185,gorengan basah,1
185,berkuah,1
185,cendol,5
185,es campur,1
185,bubble tea,1
185,susu,1
185,jus buah,1
185,soft drink,1
185,es doger,5
185,teh,1
185,kopi,5
185,air mineral,1
185,air kelapa,1
186,nasi goreng,5
186,mie kuah,1
186,nasi,5
186,mie,5
186,bakso,5
186,bubur,1
186,ayam,1
186,kue,1
186,buah,1
186,roti,1
186,jagung,1
186,kacang,1
186,tahu,1
186,sate,1
186,gorengan kering,1
186,es krim,1
186,ubi,1
186,luar negeri,1
186,gorengan basah,1
186,berkuah,5
186,cendol,5
186,es campur,5
186,bubble tea,1
186,susu,1
186,jus buah,1
186,soft drink,1
186,es doger,5
186,teh,1
186,kopi,1
186,air mineral,1
186,air kelapa,1
187,nasi goreng,5
187,mie kuah,1
187,nasi,1
187,mie,1
187,bakso,5
187,bubur,1
187,ayam,5
187,kue,5
187,buah,1
187,roti,1
187,jagung,1
187,kacang,1
187,tahu,5
187,sate,5
187,gorengan kering,5
187,es krim,1
187,ubi,1
187,luar negeri,1
187,gorengan basah,1
187,berkuah,5
187,cendol,5
187,es campur,1
187,bubble tea,1
187,susu,5
187,jus buah,5
187,soft drink,1
187,es doger,1
187,teh,5
187,kopi,1
187,air mineral,1
187,air kelapa,1
188,nasi goreng,1
188,mie kuah,1
188,nasi,1
188,mie,1
188,bakso,5
188,bubur,1
188,ayam,1
188,kue,1
188,buah,5
188,roti,5
188,jagung,1
188,kacang,1
188,tahu,5
188,sate,5
188,gorengan kering,5
188,es krim,1
188,ubi,1
188,luar negeri,1
188,gorengan basah,5
188,berkuah,1
188,cendol,5
188,es campur,1
188,bubble tea,1
188,susu,5
188,jus buah,5
188,soft drink,5
188,es doger,1
188,teh,1
188,kopi,1
188,air mineral,1
188,air kelapa,1
191,nasi goreng,5
191,mie kuah,5
191,nasi,5
191,mie,5
191,bakso,5
191,bubur,5
191,ayam,5
191,kue,5
191,buah,5
191,roti,5
191,jagung,5
191,kacang,5
191,tahu,5
191,sate,5
191,gorengan kering,5
191,es krim,5
191,ubi,5
191,luar negeri,1
191,gorengan basah,1
191,berkuah,5
191,cendol,5
191,es campur,5
191,bubble tea,5
191,susu,5
191,jus buah,5
191,soft drink,5
191,es doger,5
191,teh,5
191,kopi,5
191,air mineral,1
191,air kelapa,1
192,nasi goreng,5
192,mie kuah,1
192,nasi,1
192,mie,1
192,bakso,1
192,bubur,1
192,ayam,1
192,kue,1
192,buah,5
192,roti,5
192,jagung,1
192,kacang,1
192,tahu,1
192,sate,1
192,gorengan kering,1
192,es krim,5
192,ubi,1
192,luar negeri,1
192,gorengan basah,1
192,berkuah,1
192,cendol,5
192,es campur,5
192,bubble tea,5
192,susu,5
192,jus buah,5
192,soft drink,1
192,es doger,5
192,teh,1
192,kopi,1
192,air mineral,1
192,air kelapa,1
194,nasi goreng,5
194,mie kuah,5
194,nasi,5
194,mie,5
194,bakso,5
194,bubur,5
194,ayam,5
194,kue,5
194,buah,5
194,roti,5
194,jagung,5
194,kacang,5
194,tahu,5
194,sate,5
194,gorengan kering,5
194,es krim,5
194,ubi,5
194,luar negeri,1
194,gorengan basah,1
194,berkuah,5
194,cendol,5
194,es campur,5
194,bubble tea,5
194,susu,5
194,jus buah,5
194,soft drink,5
194,es doger,5
194,teh,5
194,kopi,5
194,air mineral,1
194,air kelapa,1
195,nasi goreng,5
195,mie kuah,1
195,nasi,5
195,mie,5
195,bakso,5
195,bubur,1
195,ayam,1
195,kue,1
195,buah,1
195,roti,1
195,jagung,1
195,kacang,1
195,tahu,1
195,sate,1
195,gorengan kering,1
195,es krim,1
195,ubi,1
195,luar negeri,1
195,gorengan basah,1
195,berkuah,5
195,cendol,5
195,es campur,5
195,bubble tea,1
195,susu,1
195,jus buah,1
195,soft drink,1
195,es doger,5
195,teh,1
195,kopi,1
195,air mineral,1
195,air kelapa,1
196,nasi goreng,5
196,mie kuah,1
196,nasi,5
196,mie,1
196,bakso,5
196,bubur,5
196,ayam,5
196,kue,5
196,buah,5
196,roti,5
196,jagung,1
196,kacang,1
196,tahu,5
196,sate,1
196,gorengan kering,5
196,es krim,5
196,ubi,1
196,luar negeri,1
196,gorengan basah,1
196,berkuah,5
196,cendol,1
196,es campur,5
196,bubble tea,5
196,susu,1
196,jus buah,5
196,soft drink,1
196,es doger,1
196,teh,5
196,kopi,1
196,air mineral,1
196,air kelapa,1
197,nasi goreng,5
197,mie kuah,1
197,nasi,5
197,mie,5
197,bakso,5
197,bubur,5
197,ayam,5
197,kue,5
197,buah,1
197,roti,1
197,jagung,1
197,kacang,1
197,tahu,1
197,sate,5
197,gorengan kering,5
197,es krim,1
197,ubi,1
197,luar negeri,1
197,gorengan basah,1
197,berkuah,5
197,cendol,1
197,es campur,1
197,bubble tea,1
197,susu,5
197,jus buah,5
197,soft drink,1
197,es doger,1
197,teh,5
197,kopi,5
197,air mineral,1
197,air kelapa,1
198,nasi goreng,1
198,mie kuah,1
198,nasi,1
198,mie,1
198,bakso,5
198,bubur,5
198,ayam,1
198,kue,1
198,buah,1
198,roti,1
198,jagung,1
198,kacang,1
198,tahu,1
198,sate,5
198,gorengan kering,1
198,es krim,1
198,ubi,1
198,luar negeri,1
198,gorengan basah,1
198,berkuah,1
198,cendol,1
198,es campur,1
198,bubble tea,1
198,susu,5
198,jus buah,5
198,soft drink,1
198,es doger,1
198,teh,1
198,kopi,1
198,air mineral,1
198,air kelapa,1
199,nasi goreng,5
199,mie kuah,1
199,nasi,1
199,mie,1
199,bakso,5
199,bubur,5
199,ayam,1
199,kue,1
199,buah,1
199,roti,1
199,jagung,1
199,kacang,1
199,tahu,1
199,sate,1
199,gorengan kering,1
199,es krim,1
199,ubi,1
199,luar negeri,1
199,gorengan basah,1
199,berkuah,1
199,cendol,5
199,es campur,1
199,bubble tea,5
199,susu,1
199,jus buah,5
199,soft drink,1
199,es doger,1
199,teh,1
199,kopi,1
199,air mineral,1
199,air kelapa,1
200,nasi goreng,1
200,mie kuah,1
200,nasi,1
200,mie,1
200,bakso,5
200,bubur,5
200,ayam,1
200,kue,1
200,buah,1
200,roti,1
200,jagung,1
200,kacang,1
200,tahu,1
200,sate,5
200,gorengan kering,1
200,es krim,1
200,ubi,1
200,luar negeri,1
200,gorengan basah,1
200,berkuah,1
200,cendol,1
200,es campur,1
200,bubble tea,1
200,susu,5
200,jus buah,5
200,soft drink,1
200,es doger,1
200,teh,1
200,kopi,1
200,air mineral,1
200,air kelapa,1
204,nasi goreng,5
204,mie kuah,1
204,nasi,1
204,mie,1
204,bakso,1
204,bubur,5
204,ayam,1
204,kue,1
204,buah,5
204,roti,1
204,jagung,5
204,kacang,1
204,tahu,1
204,sate,5
204,gorengan kering,5
204,es krim,1
204,ubi,1
204,luar negeri,1
204,gorengan basah,1
204,berkuah,5
204,cendol,1
204,es campur,5
204,bubble tea,1
204,susu,5
204,jus buah,1
204,soft drink,1
204,es doger,1
204,teh,5
204,kopi,1
204,air mineral,1
204,air kelapa,1
205,nasi goreng,5
205,mie kuah,1
205,nasi,1
205,mie,1
205,bakso,1
205,bubur,5
205,ayam,5
205,kue,1
205,buah,1
205,roti,1
205,jagung,1
205,kacang,1
205,tahu,1
205,sate,1
205,gorengan kering,1
205,es krim,1
205,ubi,1
205,luar negeri,1
205,gorengan basah,1
205,berkuah,5
205,cendol,1
205,es campur,1
205,bubble tea,1
205,susu,1
205,jus buah,5
205,soft drink,1
205,es doger,1
205,teh,5
205,kopi,1
205,air mineral,1
205,air kelapa,1
206,nasi goreng,1
206,mie kuah,1
206,nasi,1
206,mie,1
206,bakso,5
206,bubur,1
206,ayam,1
206,kue,5
206,buah,1
206,roti,1
206,jagung,1
206,kacang,1
206,tahu,1
206,sate,1
206,gorengan kering,5
206,es krim,1
206,ubi,1
206,luar negeri,1
206,gorengan basah,1
206,berkuah,1
206,cendol,1
206,es campur,1
206,bubble tea,1
206,susu,1
206,jus buah,5
206,soft drink,1
206,es doger,5
206,teh,1
206,kopi,1
206,air mineral,1
206,air kelapa,1
209,nasi goreng,5
209,mie kuah,1
209,nasi,1
209,mie,1
209,bakso,5
209,bubur,1
209,ayam,1
209,kue,1
209,buah,5
209,roti,1
209,jagung,1
209,kacang,1
209,tahu,1
209,sate,1
209,gorengan kering,1
209,es krim,1
209,ubi,1
209,luar negeri,1
209,gorengan basah,1
209,berkuah,1
209,cendol,1
209,es campur,1
209,bubble tea,1
209,susu,1
209,jus buah,5
209,soft drink,1
209,es doger,1
209,teh,1
209,kopi,1
209,air mineral,1
209,air kelapa,5
210,nasi goreng,5
210,mie kuah,1
210,nasi,1
210,mie,1
210,bakso,5
210,bubur,1
210,ayam,5
210,kue,1
210,buah,5
210,roti,5
210,jagung,1
210,kacang,1
210,tahu,1
210,sate,5
210,gorengan kering,5
210,es krim,1
210,ubi,1
210,luar negeri,1
210,gorengan basah,1
210,berkuah,5
210,cendol,5
210,es campur,1
210,bubble tea,1
210,susu,5
210,jus buah,5
210,soft drink,5
210,es doger,1
210,teh,1
210,kopi,1
210,air mineral,1
210,air kelapa,1
211,nasi goreng,5
211,mie kuah,1
211,nasi,1
211,mie,5
211,bakso,1
211,bubur,1
211,ayam,5
211,kue,5
211,buah,1
211,roti,1
211,jagung,1
211,kacang,1
211,tahu,1
211,sate,1
211,gorengan kering,1
211,es krim,5
211,ubi,1
211,luar negeri,1
211,gorengan basah,1
211,berkuah,1
211,cendol,1
211,es campur,1
211,bubble tea,5
211,susu,5
211,jus buah,5
211,soft drink,5
211,es doger,1
211,teh,5
211,kopi,1
211,air mineral,1
211,air kelapa,1
212,nasi goreng,5
212,mie kuah,1
212,nasi,1
212,mie,1
212,bakso,5
212,bubur,5
212,ayam,1
212,kue,1
212,buah,1
212,roti,1
212,jagung,1
212,kacang,1
212,tahu,1
212,sate,5
212,gorengan kering,1
212,es krim,1
212,ubi,1
212,luar negeri,1
212,gorengan basah,1
212,berkuah,5
212,cendol,5
212,es campur,1
212,bubble tea,1
212,susu,1
212,jus buah,5
212,soft drink,1
212,es doger,1
212,teh,1
212,kopi,5
212,air mineral,1
212,air kelapa,1
213,nasi goreng,1
213,mie kuah,1
213,nasi,1
213,mie,1
213,bakso,5
213,bubur,1
213,ayam,1
213,kue,5
213,buah,1
213,roti,1
213,jagung,1
213,kacang,1
213,tahu,1
213,sate,1
213,gorengan kering,5
213,es krim,1
213,ubi,1
213,luar negeri,1
213,gorengan basah,1
213,berkuah,1
213,cendol,1
213,es campur,1
213,bubble tea,1
213,susu,1
213,jus buah,5
213,soft drink,1
213,es doger,5
213,teh,1
213,kopi,1
213,air mineral,1
213,air kelapa,1
215,nasi goreng,1
215,mie kuah,1
215,nasi,1
215,mie,1
215,bakso,5
215,bubur,1
215,ayam,1
215,kue,1
215,buah,1
215,roti,1
215,jagung,1
215,kacang,1
215,tahu,1
215,sate,1
215,gorengan kering,5
215,es krim,1
215,ubi,1
215,luar negeri,1
215,gorengan basah,1
215,berkuah,5
215,cendol,1
215,es campur,5
215,bubble tea,1
215,susu,1
215,jus buah,1
215,soft drink,1
215,es doger,5
215,teh,1
215,kopi,1
215,air mineral,1
215,air kelapa,1
